sam.id,sam.proc.date,lab.proc.date,ufn,semsp.no,date,year,month,day,sample.int,location,region,site,species,species.no,stomtray,forklength,fishweight,dry.content.w,wet.content.w,corrected.ww,fullness.cat,fullness.mean,fullness.est,phylum,class,order,infraorder,family,genus,species,plot.taxon.g,plot.taxon.d,plot.taxon,labID,life.stage,sex,DI,count,size,length.min,length.max,length.avg,length.corr,group.weight,corrected.weight,comment,overnight (Y/N),"COMMENTS: PROCESSING (THAWED SAMPLE, ETC.) ",COMMENTS: SAMPLE (CONDITION OF FISH AND TISSUES)
114,3/20/2018,10/28/2015,U293,2015-05-16-D07-SO-26,2015-05-16,2015,05,16,1,DI,Central,D07,SO,26,15,95,10.80,NA,10.50,16.17,1-25,12.50,15,Arthropoda,Maxillopoda,NA,NA,NA,NA,NA,Barnacle  ,Barnacle,Barnacle,Barnacle,nauplius,NA,1,4,<1,0.75,0.75,,,0.1,0.154,,N,,
114,3/20/2018,10/28/2015,U293,2015-05-16-D07-SO-26,2015-05-16,2015,05,16,1,DI,Central,D07,SO,26,15,95,10.80,NA,10.50,16.17,1-25,12.50,15,Arthropoda,Maxillopoda,NA,NA,NA,NA,NA,Barnacle  ,Barnacle,Barnacle,Barnacle,nauplius,NA,2,11,<1,0.4,0.75,,,0.1,0.154,,N,,
114,3/20/2018,10/28/2015,U293,2015-05-16-D07-SO-26,2015-05-16,2015,05,16,1,DI,Central,D07,SO,26,15,95,10.80,NA,10.50,16.17,1-25,12.50,15,Arthropoda,Maxillopoda,NA,NA,NA,NA,NA,Barnacle  ,Barnacle,Barnacle,Barnacle,nauplius,NA,3,4,<1,0.6,0.75,,,0.05,0.077,,N,,
114,3/20/2018,10/28/2015,U293,2015-05-16-D07-SO-26,2015-05-16,2015,05,16,1,DI,Central,D07,SO,26,15,95,10.80,NA,10.50,16.17,1-25,12.50,15,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,Oikopleura,NA,NA,2,12,2-5,0.7,1.1,0.9,3.803183792,0.5,0.77,,N,,
114,3/20/2018,10/28/2015,U293,2015-05-16-D07-SO-26,2015-05-16,2015,05,16,1,DI,Central,D07,SO,26,15,95,10.80,NA,10.50,16.17,1-25,12.50,15,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,Oikopleura,NA,NA,4,55,2-5,0.6,1,0.8,3.320791124,1.5,2.31,,N,,
114,3/20/2018,10/28/2015,U293,2015-05-16-D07-SO-26,2015-05-16,2015,05,16,1,DI,Central,D07,SO,26,15,95,10.80,NA,10.50,16.17,1-25,12.50,15,Arthropoda,Branchiopoda,Diplostraca,NA,Podonidae,Evadne,NA,Cladoceran,Evadne,Evadne,Evadne,NA,NA,1,18,<1,0.55,1,,,0.1,0.154,,N,,
114,3/20/2018,10/28/2015,U293,2015-05-16-D07-SO-26,2015-05-16,2015,05,16,1,DI,Central,D07,SO,26,15,95,10.80,NA,10.50,16.17,1-25,12.50,15,Arthropoda,Branchiopoda,Diplostraca,NA,Podonidae,Evadne,NA,Cladoceran,Evadne,Evadne,Evadne,NA,NA,2,35,<1,0.5,0.9,,,0.8,1.232,,N,,
114,3/20/2018,10/28/2015,U293,2015-05-16-D07-SO-26,2015-05-16,2015,05,16,1,DI,Central,D07,SO,26,15,95,10.80,NA,10.50,16.17,1-25,12.50,15,Arthropoda,Branchiopoda,Diplostraca,NA,Podonidae,Evadne,NA,Cladoceran,Evadne,Evadne,Evadne,NA,NA,3,50,<1,0.5,0.9,,,2.6,4.004,,N,,
114,3/20/2018,10/28/2015,U293,2015-05-16-D07-SO-26,2015-05-16,2015,05,16,1,DI,Central,D07,SO,26,15,95,10.80,NA,10.50,16.17,1-25,12.50,15,Arthropoda,Branchiopoda,Diplostraca,NA,Podonidae,Evadne,NA,Cladoceran,Evadne,Evadne,Evadne,NA,NA,4,10,<1,0.5,0.9,,,0.1,0.154,,N,,
114,3/20/2018,10/28/2015,U293,2015-05-16-D07-SO-26,2015-05-16,2015,05,16,1,DI,Central,D07,SO,26,15,95,10.80,NA,10.50,16.17,1-25,12.50,15,Arthropoda,Branchiopoda,Diplostraca,Cladocera,Podonidae,NA,NA,Cladoceran,Podonidae,Podonidae,Podon,NA,NA,1,4,<1,0.5,0.85,,,0.05,0.077,,N,,
114,3/20/2018,10/28/2015,U293,2015-05-16-D07-SO-26,2015-05-16,2015,05,16,1,DI,Central,D07,SO,26,15,95,10.80,NA,10.50,16.17,1-25,12.50,15,Arthropoda,Branchiopoda,Diplostraca,Cladocera,Podonidae,NA,NA,Cladoceran,Podonidae,Podonidae,Podon,NA,NA,2,10,<1,0.5,0.85,,,0.05,0.077,,N,,
114,3/20/2018,10/28/2015,U293,2015-05-16-D07-SO-26,2015-05-16,2015,05,16,1,DI,Central,D07,SO,26,15,95,10.80,NA,10.50,16.17,1-25,12.50,15,Arthropoda,Branchiopoda,Diplostraca,Cladocera,Podonidae,NA,NA,Cladoceran,Podonidae,Podonidae,Podon,NA,NA,4,33,<1,0.5,0.85,,,0.6,0.924,,N,,
114,3/20/2018,10/28/2015,U293,2015-05-16-D07-SO-26,2015-05-16,2015,05,16,1,DI,Central,D07,SO,26,15,95,10.80,NA,10.50,16.17,1-25,12.50,15,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,Digested,Digested,NA,NA,5,NA,NA,NA,NA,,,3.1,4.774,,N,,
115,3/21/2018,10/28/2015,U294,2015-05-16-D07-SO-25,2015-05-16,2015,05,16,1,DI,Central,D07,SO,25,15,103,10.80,NA,11.70,18.02,1-25,12.50,15,Arthropoda,Malacostraca,Decapoda,Brachyura,NA,NA,NA,Decapod,Brachyura,Brachyura,Brachyura,NA,NA,4,3,1-2,1.25,1.25,,,0.05,0.077,,N,,
115,3/21/2018,10/28/2015,U294,2015-05-16-D07-SO-25,2015-05-16,2015,05,16,1,DI,Central,D07,SO,25,15,103,10.80,NA,11.70,18.02,1-25,12.50,15,Arthropoda,Malacostraca,Amphipoda,Physocephelata,Hyperiidae,NA,NA,Amphipod ,Hyperiidae,Hyperiidae,Hyperiid amphipod,NA,NA,4,2,1-2,1.2,1.2,,,0.05,0.077,,N,,
115,3/21/2018,10/28/2015,U294,2015-05-16-D07-SO-25,2015-05-16,2015,05,16,1,DI,Central,D07,SO,25,15,103,10.80,NA,11.70,18.02,1-25,12.50,15,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,Euphausia,NA,Euphausiid,Euphausia,Euphausiid,Euphausia,furcilia,NA,3,2,2-5,3.5,3.5,,,0.2,0.308,,N,,
115,3/21/2018,10/28/2015,U294,2015-05-16-D07-SO-25,2015-05-16,2015,05,16,1,DI,Central,D07,SO,25,15,103,10.80,NA,11.70,18.02,1-25,12.50,15,Arthropoda,Maxillopoda,NA,NA,NA,NA,NA,Barnacle  ,Barnacle,Barnacle,Barnacle,nauplius,NA,2,12,<1,0.6,0.75,,,0.05,0.077,,N,,
115,3/21/2018,10/28/2015,U294,2015-05-16-D07-SO-25,2015-05-16,2015,05,16,1,DI,Central,D07,SO,25,15,103,10.80,NA,11.70,18.02,1-25,12.50,15,Arthropoda,Maxillopoda,NA,NA,NA,NA,NA,Barnacle  ,Barnacle,Barnacle,Barnacle,nauplius,NA,3,5,<1,0.6,0.75,,,0.01,0.0154,,N,,
115,3/21/2018,10/28/2015,U294,2015-05-16-D07-SO-25,2015-05-16,2015,05,16,1,DI,Central,D07,SO,25,15,103,10.80,NA,11.70,18.02,1-25,12.50,15,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,NA,NA,Euphausiid,Euphausia,Euphausiid,Euphausiid,nauplius,NA,2,1,1-2,1,1,,,0.01,0.0154,,N,,
115,3/21/2018,10/28/2015,U294,2015-05-16-D07-SO-25,2015-05-16,2015,05,16,1,DI,Central,D07,SO,25,15,103,10.80,NA,11.70,18.02,1-25,12.50,15,Arthropoda,Maxillopoda,NA,NA,NA,NA,NA,Barnacle  ,Barnacle,Barnacle,Cyprid,NA,NA,1,15,<1,0.55,0.9,,,0.1,0.154,,N,,
115,3/21/2018,10/28/2015,U294,2015-05-16-D07-SO-25,2015-05-16,2015,05,16,1,DI,Central,D07,SO,25,15,103,10.80,NA,11.70,18.02,1-25,12.50,15,Arthropoda,Maxillopoda,NA,NA,NA,NA,NA,Barnacle  ,Barnacle,Barnacle,Cyprid,NA,NA,3,4,<1,0.5,0.6,,,0.01,0.0154,,N,,
115,3/21/2018,10/28/2015,U294,2015-05-16-D07-SO-25,2015-05-16,2015,05,16,1,DI,Central,D07,SO,25,15,103,10.80,NA,11.70,18.02,1-25,12.50,15,Arthropoda,Branchiopoda,Diplostraca,NA,Podonidae,NA,NA,Cladoceran,Podonidae,Podonidae,Cladoceran,NA,NA,1,79,<1,0.65,0.9,,,0.2,0.308,,N,,
115,3/21/2018,10/28/2015,U294,2015-05-16-D07-SO-25,2015-05-16,2015,05,16,1,DI,Central,D07,SO,25,15,103,10.80,NA,11.70,18.02,1-25,12.50,15,Arthropoda,Branchiopoda,Diplostraca,NA,Podonidae,NA,NA,Cladoceran,Podonidae,Podonidae,Cladoceran,NA,NA,2,60,<1,0.65,0.9,,,1.5,2.31,,N,,
115,3/21/2018,10/28/2015,U294,2015-05-16-D07-SO-25,2015-05-16,2015,05,16,1,DI,Central,D07,SO,25,15,103,10.80,NA,11.70,18.02,1-25,12.50,15,Arthropoda,Branchiopoda,Diplostraca,NA,Podonidae,NA,NA,Cladoceran,Podonidae,Podonidae,Cladoceran,NA,NA,3,61,<1,0.65,0.9,,,1.6,2.464,,N,,
115,3/21/2018,10/28/2015,U294,2015-05-16-D07-SO-25,2015-05-16,2015,05,16,1,DI,Central,D07,SO,25,15,103,10.80,NA,11.70,18.02,1-25,12.50,15,Arthropoda,Branchiopoda,Diplostraca,NA,Podonidae,NA,NA,Cladoceran,Podonidae,Podonidae,Cladoceran,NA,NA,4,104,<1,0.65,0.9,,,2.5,3.85,,N,,
115,3/21/2018,10/28/2015,U294,2015-05-16-D07-SO-25,2015-05-16,2015,05,16,1,DI,Central,D07,SO,25,15,103,10.80,NA,11.70,18.02,1-25,12.50,15,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,Oikopleura,NA,NA,1,3,2-5,0.75,0.75,0.75,3.07959479,0.05,0.077,,N,,
115,3/21/2018,10/28/2015,U294,2015-05-16-D07-SO-25,2015-05-16,2015,05,16,1,DI,Central,D07,SO,25,15,103,10.80,NA,11.70,18.02,1-25,12.50,15,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,Oikopleura,NA,NA,3,11,2-5,0.7,0.7,0.7,2.838398456,0.1,0.154,,N,,
115,3/21/2018,10/28/2015,U294,2015-05-16-D07-SO-25,2015-05-16,2015,05,16,1,DI,Central,D07,SO,25,15,103,10.80,NA,11.70,18.02,1-25,12.50,15,Arthropoda,Maxillopoda,Cyclopoida,NA,Corycaeidae,Corycaeus,NA,Other,Corycaeus,Corycaeus,Corycaeus,NA,NA,4,1,<1,NA,NA,,,0.01,0.0154,,N,,
115,3/21/2018,10/28/2015,U294,2015-05-16-D07-SO-25,2015-05-16,2015,05,16,1,DI,Central,D07,SO,25,15,103,10.80,NA,11.70,18.02,1-25,12.50,15,Arthropoda,Maxillopoda,Monstrilloida,NA,NA,NA,NA,Other,Monstrilloida,Other Copepod,Monstrilloida,NA,NA,2,1,1-2,1,1,,,0.01,0.0154,,N,,
115,3/21/2018,10/28/2015,U294,2015-05-16-D07-SO-25,2015-05-16,2015,05,16,1,DI,Central,D07,SO,25,15,103,10.80,NA,11.70,18.02,1-25,12.50,15,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoid copepod,Digested calanoid,Calanoid,Calanoid,NA,NA,4,2,1-2,NA,NA,,,0.01,0.0154,,N,,
115,3/21/2018,10/28/2015,U294,2015-05-16-D07-SO-25,2015-05-16,2015,05,16,1,DI,Central,D07,SO,25,15,103,10.80,NA,11.70,18.02,1-25,12.50,15,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,Digested,Digested,NA,NA,5,NA,NA,NA,NA,,,1.4,2.156,,N,,
116,3/22/2018,10/28/2015,U295,2015-05-16-D07-SO-24,2015-05-16,2015,05,16,1,DI,Central,D07,SO,24,15,101,11.00,NA,1.20,1.85,1-25,12.50,1,Arthropoda,Maxillopoda,NA,NA,NA,NA,NA,Barnacle  ,Barnacle,Barnacle,Barnacle,nauplius,NA,4,1,<1,0.75,0.75,,,0.01,0.0154,,N,,"head and tether of Cal. chal B included into vial and counted as one indivual, very light liver"
116,3/22/2018,10/28/2015,U295,2015-05-16-D07-SO-24,2015-05-16,2015,05,16,1,DI,Central,D07,SO,24,15,101,11.00,NA,1.20,1.85,1-25,12.50,1,Arthropoda,Branchiopoda,Diplostraca,NA,Podonidae,Evadne,NA,Cladoceran,Evadne,Evadne,Evadne,NA,NA,2,1,1-2,1,1,,,0.01,0.0154,,N,,
116,3/22/2018,10/28/2015,U295,2015-05-16-D07-SO-24,2015-05-16,2015,05,16,1,DI,Central,D07,SO,24,15,101,11.00,NA,1.20,1.85,1-25,12.50,1,Arthropoda,Branchiopoda,Diplostraca,NA,Podonidae,Evadne,NA,Cladoceran,Evadne,Evadne,Evadne,NA,NA,3,9,<1,0.75,1,,,0.2,0.308,,N,,
116,3/22/2018,10/28/2015,U295,2015-05-16-D07-SO-24,2015-05-16,2015,05,16,1,DI,Central,D07,SO,24,15,101,11.00,NA,1.20,1.85,1-25,12.50,1,Arthropoda,Branchiopoda,Diplostraca,NA,Podonidae,Evadne,NA,Cladoceran,Evadne,Evadne,Evadne,NA,NA,4,7,<1,0.75,1,,,0.1,0.154,,N,,
116,3/22/2018,10/28/2015,U295,2015-05-16-D07-SO-24,2015-05-16,2015,05,16,1,DI,Central,D07,SO,24,15,101,11.00,NA,1.20,1.85,1-25,12.50,1,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,Digested,Digested,NA,NA,5,NA,NA,NA,NA,,,0.9,1.386,,N,,
117,3/22/2018,10/28/2015,U301,2015-05-16-D07-SO-27,2015-05-16,2015,05,16,1,DI,Central,D07,SO,27,14,116,16.00,NA,169.90,261.65,75-100,NA,90,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,Thysanoessa,spinifera,Euphausiid,Thysanoessa,Euphausiid,Thysanoessa spinifera,adult,NA,3,2,>10,21,24,,,113.3,174.482,,N,,
117,3/22/2018,10/28/2015,U301,2015-05-16-D07-SO-27,2015-05-16,2015,05,16,1,DI,Central,D07,SO,27,14,116,16.00,NA,169.90,261.65,75-100,NA,90,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,Thysanoessa,spinifera,Euphausiid,Thysanoessa,Euphausiid,Thysanoessa spinifera,adult,NA,4,2,>10,NA,NA,,,43.9,67.606,,N,,
117,3/22/2018,10/28/2015,U301,2015-05-16-D07-SO-27,2015-05-16,2015,05,16,1,DI,Central,D07,SO,27,14,116,16.00,NA,169.90,261.65,75-100,NA,90,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,Digested,Digested,NA,NA,5,NA,NA,NA,NA,,,1.4,2.156,,N,,
118,3/22/2018,10/28/2015,U302,2015-05-16-D07-SO-23,2015-05-16,2015,05,16,1,DI,Central,D07,SO,23,14,100,9.00,NA,4.20,6.47,1-25,12.50,15,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,Oikopleura,NA,NA,2,25,2-5,0.4,0.9,0.65,2.597202123,1.7,2.618,,N,,
118,3/22/2018,10/28/2015,U302,2015-05-16-D07-SO-23,2015-05-16,2015,05,16,1,DI,Central,D07,SO,23,14,100,9.00,NA,4.20,6.47,1-25,12.50,15,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,Oikopleura,NA,NA,3,38,2-5,0.4,0.9,0.65,2.597202123,2.2,3.388,,N,,
118,3/22/2018,10/28/2015,U302,2015-05-16-D07-SO-23,2015-05-16,2015,05,16,1,DI,Central,D07,SO,23,14,100,9.00,NA,4.20,6.47,1-25,12.50,15,Annelida,Polychaeta,NA,NA,NA,NA,NA,Other,Polychaeta,Polychaeta,Polychaete,larvae,NA,2,1,<1,0.5,0.5,,,0.01,0.0154,,N,,
118,3/22/2018,10/28/2015,U302,2015-05-16-D07-SO-23,2015-05-16,2015,05,16,1,DI,Central,D07,SO,23,14,100,9.00,NA,4.20,6.47,1-25,12.50,15,Arthropoda,Malacostraca,Amphipoda,Physocephelata,Hyperiidae,NA,NA,Amphipod ,Hyperiidae,Hyperiidae,Hyperiid amphipod,NA,NA,4,1,2-5,3.25,3.25,,,0.3,0.462,,N,,
