sam.id,sam.proc.date,lab.proc.date,ufn,semsp.no,year,month,day,location,region,site,species,species.no,stomtray,forklength,fishweight,dry.content.w,wet.content.w,corrected.ww,fullness.cat,fullness.mean,fullness.est,phylum,class,order,infraorder,family,genus,species,plot.taxon,plot.taxon.g,plot.taxon.d,labID,life.stage,sex,DI,count,size,length.min,length.max,length.avg,group.weight,corrected.weight,comment,dylan.proc ,overnight
107,2018-02-05,2016-01-11,U1005,2015-06-05-D10-SO-12,2015,6,5,DI,East,D10,SO,12,39,105,13.3,NA,15.9,24.486,1-25,12.5,20,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,pacificus,Calanoida,Calanoid copepod,Calanus,Calanus pacificus,NA,NA,3,3,2-5,2.5,2.5,2.50,0.5,0.77,,N,N
107,2018-02-05,2016-01-11,U1005,2015-06-05-D10-SO-12,2015,6,5,DI,East,D10,SO,12,39,105,13.3,NA,15.9,24.486,1-25,12.5,20,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoida,Calanoid copepod,Copepodite,Copepodite,<CV,NA,2,2,2-5,0.9,0.9,0.90,0.4,0.616,,N,N
107,2018-02-05,2016-01-11,U1005,2015-06-05-D10-SO-12,2015,6,5,DI,East,D10,SO,12,39,105,13.3,NA,15.9,24.486,1-25,12.5,20,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,Digested,Digested,NA,NA,5,NA,NA,NA,NA,NA,1.6,2.464,,N,N
107,2018-02-05,2016-01-11,U1005,2015-06-05-D10-SO-12,2015,6,5,DI,East,D10,SO,12,39,105,13.3,NA,15.9,24.486,1-25,12.5,20,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,Euphausia,NA,Euphausiacea,Euphausiid,Euphausiidae,Euphausia furcilia,furcilia,NA,1,1,2-5,3,3,3.00,0.05,0.077,,N,N
107,2018-02-05,2016-01-11,U1005,2015-06-05-D10-SO-12,2015,6,5,DI,East,D10,SO,12,39,105,13.3,NA,15.9,24.486,1-25,12.5,20,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,Euphausia,NA,Euphausiacea,Euphausiid,Euphausiidae,Euphausia furcilia,furcilia,NA,2,6,2-5,2.75,3.25,3.00,0.9,1.386,,N,N
107,2018-02-05,2016-01-11,U1005,2015-06-05-D10-SO-12,2015,6,5,DI,East,D10,SO,12,39,105,13.3,NA,15.9,24.486,1-25,12.5,20,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,Euphausia,NA,Euphausiacea,Euphausiid,Euphausiidae,Euphausia furcilia,furcilia,NA,3,5,2-5,2.75,3.25,3.00,0.5,0.77,,N,N
107,2018-02-05,2016-01-11,U1005,2015-06-05-D10-SO-12,2015,6,5,DI,East,D10,SO,12,39,105,13.3,NA,15.9,24.486,1-25,12.5,20,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,Euphausia,NA,Euphausiacea,Euphausiid,Euphausiidae,Euphausia furcilia,furcilia,NA,4,8,2-5,NA,NA,NA,0.5,0.77,,N,N
107,2018-02-05,2016-01-11,U1005,2015-06-05-D10-SO-12,2015,6,5,DI,East,D10,SO,12,39,105,13.3,NA,15.9,24.486,1-25,12.5,20,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,NA,NA,Euphausiacea,Euphausiid,Euphausiidae,Euphausiid calytopsis,calytopsis,NA,1,2,1-2,1.5,1.5,1.50,0.1,0.154,,N,N
107,2018-02-05,2016-01-11,U1005,2015-06-05-D10-SO-12,2015,6,5,DI,East,D10,SO,12,39,105,13.3,NA,15.9,24.486,1-25,12.5,20,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,NA,NA,Euphausiacea,Euphausiid,Euphausiidae,Euphausiid calytopsis,calytopsis,NA,1,2,2-5,2,2.3,2.15,0.05,0.077,,N,N
107,2018-02-05,2016-01-11,U1005,2015-06-05-D10-SO-12,2015,6,5,DI,East,D10,SO,12,39,105,13.3,NA,15.9,24.486,1-25,12.5,20,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,NA,NA,Euphausiacea,Euphausiid,Euphausiidae,Euphausiid calytopsis,calytopsis,NA,3,3,1-2,1.25,1.5,1.38,0.05,0.077,,N,N
107,2018-02-05,2016-01-11,U1005,2015-06-05-D10-SO-12,2015,6,5,DI,East,D10,SO,12,39,105,13.3,NA,15.9,24.486,1-25,12.5,20,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoida,Calanoid copepod,Metridia,Metridia,NA,NA,3,1,2-5,2.75,2.75,2.75,0.2,0.308,,N,N
107,2018-02-05,2016-01-11,U1005,2015-06-05-D10-SO-12,2015,6,5,DI,East,D10,SO,12,39,105,13.3,NA,15.9,24.486,1-25,12.5,20,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoida,Calanoid copepod,Metridia,Metridia,NA,NA,4,5,2-5,NA,NA,NA,1,1.54,,N,N
107,2018-02-05,2016-01-11,U1005,2015-06-05-D10-SO-12,2015,6,5,DI,East,D10,SO,12,39,105,13.3,NA,15.9,24.486,1-25,12.5,20,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Copelata,Larvacean,Oikopleura,Oikopleura,NA,NA,4,2,2-5,0.6,0.75,2.70,0.01,0.0154,,N,N
107,2018-02-05,2016-01-11,U1005,2015-06-05-D10-SO-12,2015,6,5,DI,East,D10,SO,12,39,105,13.3,NA,15.9,24.486,1-25,12.5,20,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Copelata,Larvacean,Oikopleura,Oikopleura,NA,NA,4,1,5-10,1.25,1.25,5.47,0.05,0.077,,N,N
108,2018-02-05,2016-01-11,U1006,2015-06-05-D10-SO-14,2015,6,5,DI,East,D10,SO,14,39,101,12.1,NA,10.3,15.862,1-25,12.5,15,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoida,Calanoid copepod,Digested calanoid,Calanoid,NA,NA,4,8,2-5,NA,NA,NA,1.2,1.848,,N,N
108,2018-02-05,2016-01-11,U1006,2015-06-05-D10-SO-14,2015,6,5,DI,East,D10,SO,14,39,101,12.1,NA,10.3,15.862,1-25,12.5,15,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,pacificus,Calanoida,Calanoid copepod,Calanus,Calanus pacificus,NA,NA,1,2,2-5,2.75,3,2.88,0.7,1.078,,N,N
108,2018-02-05,2016-01-11,U1006,2015-06-05-D10-SO-14,2015,6,5,DI,East,D10,SO,14,39,101,12.1,NA,10.3,15.862,1-25,12.5,15,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,pacificus,Calanoida,Calanoid copepod,Calanus,Calanus pacificus,NA,NA,3,4,2-5,2.75,3,2.88,1.3,2.002,,N,N
108,2018-02-05,2016-01-11,U1006,2015-06-05-D10-SO-14,2015,6,5,DI,East,D10,SO,14,39,101,12.1,NA,10.3,15.862,1-25,12.5,15,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,pacificus,Calanoida,Calanoid copepod,Calanus,Calanus pacificus,NA,NA,4,1,2-5,NA,NA,NA,0.1,0.154,,N,N
108,2018-02-05,2016-01-11,U1006,2015-06-05-D10-SO-14,2015,6,5,DI,East,D10,SO,14,39,101,12.1,NA,10.3,15.862,1-25,12.5,15,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,Digested,Digested,NA,NA,5,NA,NA,NA,NA,NA,1.3,2.002,,N,N
108,2018-02-05,2016-01-11,U1006,2015-06-05-D10-SO-14,2015,6,5,DI,East,D10,SO,14,39,101,12.1,NA,10.3,15.862,1-25,12.5,15,Arthropoda,Maxillopoda,Calanoida,NA,Eucalanidae,Eucalanus,NA,Calanoida,Calanoid copepod,Eucalanus,Eucalanus,NA,NA,4,1,5-10,5.5,5.5,5.50,1,1.54,,N,N
108,2018-02-05,2016-01-11,U1006,2015-06-05-D10-SO-14,2015,6,5,DI,East,D10,SO,14,39,101,12.1,NA,10.3,15.862,1-25,12.5,15,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,NA,NA,Euphausiacea,Euphausiid,Euphausiidae,Euphausiid,NA,NA,4,2,2-5,NA,NA,NA,0.05,0.077,,N,N
108,2018-02-05,2016-01-11,U1006,2015-06-05-D10-SO-14,2015,6,5,DI,East,D10,SO,14,39,101,12.1,NA,10.3,15.862,1-25,12.5,15,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,NA,NA,Euphausiacea,Euphausiid,Euphausiidae,Euphausiid calytopsis,calytopsis,NA,3,1,2-5,2.2,2.2,2.20,0.05,0.077,,N,N
108,2018-02-05,2016-01-11,U1006,2015-06-05-D10-SO-14,2015,6,5,DI,East,D10,SO,14,39,101,12.1,NA,10.3,15.862,1-25,12.5,15,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoida,Calanoid copepod,Metridia,Metridia,NA,NA,2,2,2-5,3,3.2,3.10,0.5,0.77,,N,N
108,2018-02-05,2016-01-11,U1006,2015-06-05-D10-SO-14,2015,6,5,DI,East,D10,SO,14,39,101,12.1,NA,10.3,15.862,1-25,12.5,15,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoida,Calanoid copepod,Metridia,Metridia,NA,NA,3,1,2-5,2.25,2.25,2.25,0.05,0.077,,N,N
108,2018-02-05,2016-01-11,U1006,2015-06-05-D10-SO-14,2015,6,5,DI,East,D10,SO,14,39,101,12.1,NA,10.3,15.862,1-25,12.5,15,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoida,Calanoid copepod,Metridia,Metridia,NA,NA,4,3,2-5,NA,NA,NA,0.4,0.616,,N,N
108,2018-02-05,2016-01-11,U1006,2015-06-05-D10-SO-14,2015,6,5,DI,East,D10,SO,14,39,101,12.1,NA,10.3,15.862,1-25,12.5,15,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Copelata,Larvacean,Oikopleura,Oikopleura,NA,NA,1,2,5-10,2,2.25,9.69,1.5,2.31,,N,N
108,2018-02-05,2016-01-11,U1006,2015-06-05-D10-SO-14,2015,6,5,DI,East,D10,SO,14,39,101,12.1,NA,10.3,15.862,1-25,12.5,15,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Copelata,Larvacean,Oikopleura,Oikopleura,NA,NA,4,3,2-5,0.7,0.8,3.06,0.01,0.0154,,N,N
108,2018-02-05,2016-01-11,U1006,2015-06-05-D10-SO-14,2015,6,5,DI,East,D10,SO,14,39,101,12.1,NA,10.3,15.862,1-25,12.5,15,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Copelata,Larvacean,Oikopleura,Oikopleura,NA,NA,4,3,5-10,1.5,1.75,7.28,1.2,1.848,,N,N
109,2018-02-06,2016-01-12,U1007,2015-06-05-D10-SO-15,2015,6,5,DI,East,D10,SO,16,41,97,8.5,NA,14.3,22.022,1-25,12.5,20,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoida,Calanoid copepod,Digested calanoid,Calanoid,NA,NA,4,3,2-5,NA,NA,NA,0.8,1.232,,N,N
109,2018-02-06,2016-01-12,U1007,2015-06-05-D10-SO-15,2015,6,5,DI,East,D10,SO,16,41,97,8.5,NA,14.3,22.022,1-25,12.5,20,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,Digested,Digested,NA,NA,5,NA,NA,NA,NA,NA,0.8,1.232,,N,N
109,2018-02-06,2016-01-12,U1007,2015-06-05-D10-SO-15,2015,6,5,DI,East,D10,SO,16,41,97,8.5,NA,14.3,22.022,1-25,12.5,20,Arthropoda,Maxillopoda,Calanoida,NA,Eucalanidae,Eucalanus,NA,Calanoida,Calanoid copepod,Eucalanus,Eucalanus,NA,NA,4,1,5-10,7,7,7.00,2,3.08,,N,N
109,2018-02-06,2016-01-12,U1007,2015-06-05-D10-SO-15,2015,6,5,DI,East,D10,SO,16,41,97,8.5,NA,14.3,22.022,1-25,12.5,20,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoida,Calanoid copepod,Metridia,Metridia,NA,NA,1,1,2-5,3.25,3.25,3.25,0.7,1.078,,N,N
109,2018-02-06,2016-01-12,U1007,2015-06-05-D10-SO-15,2015,6,5,DI,East,D10,SO,16,41,97,8.5,NA,14.3,22.022,1-25,12.5,20,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoida,Calanoid copepod,Metridia,Metridia,NA,NA,3,1,2-5,3,3,3.00,0.05,0.077,,N,N
109,2018-02-06,2016-01-12,U1007,2015-06-05-D10-SO-15,2015,6,5,DI,East,D10,SO,16,41,97,8.5,NA,14.3,22.022,1-25,12.5,20,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Copelata,Larvacean,Oikopleura,Oikopleura,NA,NA,1,5,>10,2,2.5,10.29,4.9,7.546,,N,N
109,2018-02-06,2016-01-12,U1007,2015-06-05-D10-SO-15,2015,6,5,DI,East,D10,SO,16,41,97,8.5,NA,14.3,22.022,1-25,12.5,20,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Copelata,Larvacean,Oikopleura,Oikopleura,NA,NA,4,11,5-10,1.25,1.75,6.68,4.6,7.084,,N,N
109,2018-02-06,2016-01-12,U1007,2015-06-05-D10-SO-15,2015,6,5,DI,East,D10,SO,16,41,97,8.5,NA,14.3,22.022,1-25,12.5,20,Arthropoda,Maxillopoda,Calanoida,NA,Euchaetidae,Paraeuchaeta,NA,Calanoida,Calanoid copepod,Paraeuchaeta,Paraeuchaeta,NA,NA,4,1,5-10,6,6,6.00,1.1,1.694,,N,N
109,2018-02-06,2016-01-12,U1007,2015-06-05-D10-SO-15,2015,6,5,DI,East,D10,SO,16,41,97,8.5,NA,14.3,22.022,1-25,12.5,20,Arthropoda,Maxillopoda,Calanoida,NA,Euchaetidae,Paraeuchaeta,NA,Calanoida,Calanoid copepod,Paraeuchaeta,Paraeuchaeta,NA,NA,4,2,2-5,4,4,4.00,0.7,1.078,,N,N
63,2017-06-12,2016-01-11,U1013,2015-06-05-D10-SO-17,2015,6,5,DI,East,D10,SO,17,44,120,22.3,NA,14.2,21.868,1-25,12.50,15,Arthropoda,Malacostraca,Decapoda,Brachyura,NA,NA,NA,Decapoda,Decapod ,Brachyura,Brachyura/Grapsidae,NA,NA,2,1,5-10,5.1,5.1,5.10,1,1.54,,N,N
63,2017-06-12,2016-01-11,U1013,2015-06-05-D10-SO-17,2015,6,5,DI,East,D10,SO,17,44,120,22.3,NA,14.2,21.868,1-25,12.50,15,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoida,Calanoid copepod,Digested calanoid,Calanoid ,NA,NA,4,5,2-5,NA,NA,NA,3,4.62,,N,N
63,2017-06-12,2016-01-11,U1013,2015-06-05-D10-SO-17,2015,6,5,DI,East,D10,SO,17,44,120,22.3,NA,14.2,21.868,1-25,12.50,15,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,marshallae,Calanoida,Calanoid copepod,Calanus,Calanus marshallae,NA,NA,4,3,2-5,4,4,4.00,1.6,2.464,,N,N
63,2017-06-12,2016-01-11,U1013,2015-06-05-D10-SO-17,2015,6,5,DI,East,D10,SO,17,44,120,22.3,NA,14.2,21.868,1-25,12.50,15,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,marshallae,Calanoida,Calanoid copepod,Calanus,Calanus marshallae,NA,NA,3,1,2-5,3.5,3.5,3.50,0.2,0.308,,N,N
63,2017-06-12,2016-01-11,U1013,2015-06-05-D10-SO-17,2015,6,5,DI,East,D10,SO,17,44,120,22.3,NA,14.2,21.868,1-25,12.50,15,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,Digested,Digested,NA,NA,5,NA,NA,NA,NA,NA,4.6,7.084,,N,N
63,2017-06-12,2016-01-11,U1013,2015-06-05-D10-SO-17,2015,6,5,DI,East,D10,SO,17,44,120,22.3,NA,14.2,21.868,1-25,12.50,15,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Copelata,Larvacean,Oikopleura,Oikopleura,NA,NA,1,3,2-5,0.75,1,3.66,0.9,1.386,,N,N
63,2017-06-12,2016-01-11,U1013,2015-06-05-D10-SO-17,2015,6,5,DI,East,D10,SO,17,44,120,22.3,NA,14.2,21.868,1-25,12.50,15,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Copelata,Larvacean,Oikopleura,Oikopleura,NA,NA,4,8,5-10,1.25,1.3,5.59,2.3,3.542,,N,N
63,2017-06-12,2016-01-11,U1013,2015-06-05-D10-SO-17,2015,6,5,DI,East,D10,SO,17,44,120,22.3,NA,14.2,21.868,1-25,12.50,15,Arthropoda,Malacostraca,Decapoda,Anomura,Paguridae,NA,NA,Decapoda,Decapod ,Paguridae,Pagarus,megalopa,NA,3,1,2-5,3.5,3.5,3.50,2,3.08,,N,N
9,2017-06-27,2016-01-12,U1014,2015-06-05-D10-SO-13,2015,6,5,DI,East,D10,SO,13,44,NA,14,15.6,57.9,89.166,51-75,62.50,70,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoida,Calanoid copepod,Digested calanoid,Calanoid,NA,NA,4,14,2-5,NA,NA,NA,5.1,7.854,34.8,N,N
9,2017-06-27,2016-01-12,U1014,2015-06-05-D10-SO-13,2015,6,5,DI,East,D10,SO,13,44,NA,14,15.6,57.9,89.166,51-75,62.50,70,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,marshallae,Calanoida,Calanoid copepod,Calanus,Calanus marshallae,C5-6,F,1,5,2-5,3.37,3.87,3.62,4.7,7.238,,N,N
9,2017-06-27,2016-01-12,U1014,2015-06-05-D10-SO-13,2015,6,5,DI,East,D10,SO,13,44,NA,14,15.6,57.9,89.166,51-75,62.50,70,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,marshallae,Calanoida,Calanoid copepod,Calanus,Calanus marshallae,C5-6,M,1,5,2-5,3.3,3.9,3.60,4.5,6.93,,N,N
9,2017-06-27,2016-01-12,U1014,2015-06-05-D10-SO-13,2015,6,5,DI,East,D10,SO,13,44,NA,14,15.6,57.9,89.166,51-75,62.50,70,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,marshallae,Calanoida,Calanoid copepod,Calanus,Calanus marshallae,C5-6,F,2,4,2-5,3.37,3.87,3.62,4.2,6.468,,N,N
9,2017-06-27,2016-01-12,U1014,2015-06-05-D10-SO-13,2015,6,5,DI,East,D10,SO,13,44,NA,14,15.6,57.9,89.166,51-75,62.50,70,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,marshallae,Calanoida,Calanoid copepod,Calanus,Calanus marshallae,NA,NA,3,6,2-5,3.37,3.87,3.62,3.9,6.006,,N,N
9,2017-06-27,2016-01-12,U1014,2015-06-05-D10-SO-13,2015,6,5,DI,East,D10,SO,13,44,NA,14,15.6,57.9,89.166,51-75,62.50,70,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,Digested,Digested,NA,NA,5,NA,NA,NA,NA,NA,18.3,28.182,,N,N
9,2017-06-27,2016-01-12,U1014,2015-06-05-D10-SO-13,2015,6,5,DI,East,D10,SO,13,44,NA,14,15.6,57.9,89.166,51-75,62.50,70,Arthropoda,NA,NA,NA,NA,NA,NA,Other,Other,Other,Egg,NA,NA,2,3,<1,0.44,0.5,0.47,0,0,see photo: SEMSP_eggs02,N,N
9,2017-06-27,2016-01-12,U1014,2015-06-05-D10-SO-13,2015,6,5,DI,East,D10,SO,13,44,NA,14,15.6,57.9,89.166,51-75,62.50,70,Arthropoda,Malacostraca,Amphipoda,NA,Gammaridae,NA,NA,Amphipoda,Amphipod ,Gammaridae,Gammarid amphipod,NA,NA,4,1,2-5,4.15,4.15,4.15,0.7,1.078,,N,N
9,2017-06-27,2016-01-12,U1014,2015-06-05-D10-SO-13,2015,6,5,DI,East,D10,SO,13,44,NA,14,15.6,57.9,89.166,51-75,62.50,70,Arthropoda,Malacostraca,Amphipoda,NA,Gammaridae,NA,NA,Amphipoda,Amphipod ,Gammaridae,Gammarid amphipod,NA,NA,3,1,2-5,2.5,2.5,2.50,0.7,1.078,,N,N
9,2017-06-27,2016-01-12,U1014,2015-06-05-D10-SO-13,2015,6,5,DI,East,D10,SO,13,44,NA,14,15.6,57.9,89.166,51-75,62.50,70,Arthropoda,Malacostraca,Amphipoda,NA,Hyperiidae,NA,NA,Amphipoda,Amphipod ,Hyperiidae,Hyperiid amphipod,NA,NA,4,1,1-2,NA,NA,NA,0,0,eyes only,N,N
9,2017-06-27,2016-01-12,U1014,2015-06-05-D10-SO-13,2015,6,5,DI,East,D10,SO,13,44,NA,14,15.6,57.9,89.166,51-75,62.50,70,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Copelata,Larvacean,Oikopleura,Oikopleura,mature,NA,1,1,5-10,8.06,8.06,8.06,1,1.54,length = head and body together. Head is 2.03 long,N,N
9,2017-06-27,2016-01-12,U1014,2015-06-05-D10-SO-13,2015,6,5,DI,East,D10,SO,13,44,NA,14,15.6,57.9,89.166,51-75,62.50,70,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Copelata,Larvacean,Oikopleura,Oikopleura,NA,NA,4,6,5-10,1.36,1.63,6.65,1.8,2.772,housings? empty cells,N,N
9,2017-06-27,2016-01-12,U1014,2015-06-05-D10-SO-13,2015,6,5,DI,East,D10,SO,13,44,NA,14,15.6,57.9,89.166,51-75,62.50,70,Arthropoda,Maxillopoda,Calanoida,NA,Euchaetidae,Paraeuchaeta,NA,Calanoida,Calanoid copepod,Paraeuchaeta,Paraeuchaeta,NA,NA,4,2,2-5,NA,NA,NA,7.3,11.242,,N,N
80,2018-01-04,2016-01-13,U1023,2015-06-07-J09-SO-13,2015,6,7,JS,South,J09,SO,13,41,106,11.8,7.9,28.9,44.506,26-50,37.50,NA,Arthropoda,Maxillopoda,NA,NA,NA,NA,NA,Barnacle  ,Barnacle  ,Barnacle,Barnacle nauplius,NA,NA,4,1,<1,0.45,0.45,0.45,0.01,0.0154,sample appears to be much more degraded than usual - likely due to contents being stored directly in etoh,Y,N
80,2018-01-04,2016-01-13,U1023,2015-06-07-J09-SO-13,2015,6,7,JS,South,J09,SO,13,41,106,11.8,7.9,28.9,44.506,26-50,37.50,NA,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoida,Calanoid copepod,Digested calanoid,Calanoid,NA,NA,4,57,1-2,NA,NA,NA,9.2,14.168,sample appears to be much more degraded than usual - likely due to contents being stored directly in etoh,Y,N
80,2018-01-04,2016-01-13,U1023,2015-06-07-J09-SO-13,2015,6,7,JS,South,J09,SO,13,41,106,11.8,7.9,28.9,44.506,26-50,37.50,NA,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoida,Calanoid copepod,Calanoid <2mm,Calanoid <2mm,NA,NA,2,7,1-2,1.5,1.5,1.50,0.3,0.462,sample appears to be much more degraded than usual - likely due to contents being stored directly in etoh,Y,N
80,2018-01-04,2016-01-13,U1023,2015-06-07-J09-SO-13,2015,6,7,JS,South,J09,SO,13,41,106,11.8,7.9,28.9,44.506,26-50,37.50,NA,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoida,Calanoid copepod,Calanoid <2mm,Calanoid <2mm,NA,NA,3,20,1-2,1.5,1.5,1.50,1.3,2.002,sample appears to be much more degraded than usual - likely due to contents being stored directly in etoh,Y,N
